"SEQR needs access to ","SEQR लिए उपयोग की जरूरत",,permSeqrAsk,,"SEQR needs access to "
Deny,मना,,permDeny,,Deny
Camera,कैमरा,,permAccessCamera,,Camera
"to scan QR Codes","QR कोड स्कैन करने",,permCameraReason,,"to scan QR Codes"
"Storage,","भंडारण,",,permAccessStorage,,"Storage,"
"to read uploaded QR Code images","अपलोड QR कोड छवियों को पढ़ने के लिए",,permStorageReason,,"to read uploaded QR Code images"
Location,स्थान,,locationLabel,,Location
"to remind you of where a QR Code (in activity) was scanned","जहां एक QR कोड (में गतिविधि) स्कैन किया गया था की याद दिलाने के लिए",,permLocationReason,,"to remind you of where a QR Code (in activity) was scanned"
"Grant permissions","अनुमति दें",,permGrant,,"Grant permissions"
"(Not Secure!)","(सुरक्षित नहीं है!)",,dBtnWarning,,"(Not Secure!)"
(Dangerous!),(खतरनाक!),,dBtnRisky,,(Dangerous!)
"Copied QR Content","कॉपी किया गया QR सामग्री",,dQrContentCopied,,"Copied QR Content"
"Translated Text","अनुवादित पाठ",,dTranslatedText,,"Translated Text"
"No Camera Access","कोई कैमरा एक्सेस",,scanNoCameraAccess,,"No Camera Access"
"Without access to the Camera, SEQR can't scan QR Codes","कैमरा के लिए उपयोग के बिना, SEQR नहीं स्कैन क्यूआर कोड कर सकते हैं",,scanNoCameraAccessDetail,,"Without access to the Camera, SEQR can't scan QR Codes"
"Timeout. No QRs Scanned","समय समाप्त। कोई क्यूआर स्कैन किए",,scanTimeout,,"Timeout. No QRs Scanned"
"Not scanned any codes in the last 30 seconds, reopen Scan tab when you are ready to scan.

Keeping the camera on for long may drain battery.
Opening the Activity tab.","पिछले 30 सेकंड में किसी भी कोड को स्कैन नहीं, स्कैन टैब को फिर से खोलने के लिए जब आप स्कैन करने के लिए तैयार कर रहे हैं। \ n \ के लिए लंबे समय तक बैटरी ख़त्म कर सकता पर कैमरा nKeeping। \ गतिविधि टैब खुलने का।",,scanTimeoutText,,"Not scanned any codes in the last 30 seconds, reopen Scan tab when you are ready to scan.

Keeping the camera on for long may drain battery.
Opening the Activity tab."
"Find a code to scan","स्कैन करने के लिए एक कोड का पता लगाएं",,scanQrHint,,"Find a code to scan"
"SEQR is designed to scan and read all kinds of QR Codes and identify unsafe content that you may come across. It performs several checks in addition to using information from various online sources to identify potential security risks. It enables you to make informed decisions about whether or not to trust the codes and content.","SEQR स्कैन और क्यूआर कोड के सभी प्रकार पढ़ सकते हैं और असुरक्षित सामग्री है कि आप सामने आने की पहचान के लिए बनाया गया है। यह विभिन्न ऑनलाइन स्रोतों से जानकारी का उपयोग कर संभावित सुरक्षा जोखिमों की पहचान करने के अलावा कई चेकों प्रदर्शन करती है। यह क्या है या नहीं कोड और सामग्री पर भरोसा करने के बारे में सूचित निर्णय करने के लिए सक्षम बनाता है।",,settingAboutSEQR,,"SEQR is designed to scan and read all kinds of QR Codes and identify unsafe content that you may come across. It performs several checks in addition to using information from various online sources to identify potential security risks. It enables you to make informed decisions about whether or not to trust the codes and content."
"Safe Browsing","सुरक्षित ब्राउज़िंग",,settingSafeAdvisory,,"Safe Browsing"
"Terms of Service","सेवा की शर्तें",,settingUserAgreement,,"Terms of Service"
"Privacy Policy","गोपनीयता नीति",,settingPrivacyPolicy,,"Privacy Policy"
"About Dhiway","Dhiway बारे में",,settingAboutDhiway,,"About Dhiway"
"Select your language","अपनी भाषा का चयन करें",,settingLangChange,,"Select your language"
"Activity as default screen","डिफ़ॉल्ट स्क्रीन के रूप में गतिविधि",,defaultscreentext,,"Activity as default screen"
"Record Activity","रिकार्ड गतिविधि",,Historyneedtext,,"Record Activity"
English,अंग्रेज़ी,,English,,English
Kannada,कन्नड़,,Kannada,,Kannada
Malayalam,मलयालम,,Malayalam,,Malayalam
Bengali,बंगाली,,Bengali,,Bengali
Hindi,हिंदी,,Hindi,,Hindi
"Book ISBN","पुस्तक ISBN",,bookQR,,"Book ISBN"
"The code you scanned contains the following detail","कोड आप स्कैन निम्नलिखित विवरण है",,textQR,,"The code you scanned contains the following detail"
Event,प्रतिस्पर्धा,,eventLabel,,Event
Name,नाम,,nameLabel,,Name
Address,पता,,addressLabel,,Address
Amount,रकम,,amountLabel,,Amount
Payment,भुगतान,,paymentLabel,,Payment
Date,तारीख,,dateLabel,,Date
"Starts at","पर आरंभ होती है",,startsAtLabel,,"Starts at"
Email,ईमेल,,emailLabel,,Email
"Phone number","फ़ोन नंबर",,phoneNumberLbl,,"Phone number"
SMS,एसएमएस,,smsLabel,,SMS
Recipient,"प्राप्त करने वाला",,recipientLabel,,Recipient
"Text message","पाठ संदेश",,textMsgLabel,,"Text message"
"Compose text message","लिखें पाठ संदेश",,composeSmsBtn,,"Compose text message"
"Add to Calendar","कैलेंडर में जोड़ें",,addToCalendarBtn,,"Add to Calendar"
"Call Organizer","कॉल आयोजक",,callOrganizerBtn,,"Call Organizer"
"Save Location to Maps","स्थान मानचित्र में सहेजें",,addLocationBtn,,"Save Location to Maps"
"Send Email","ईमेल भेजें",,sendEmailBtn,,"Send Email"
"Payment Link","भुगतान लिंक",,modalPaymentDetails,,"Payment Link"
"No Unsafe Content Found.","असुरक्षित सामग्री नहीं मिली।",,threatTypeSafe,,"No Unsafe Content Found."
"Not Secure - Probably Risky","नहीं सुरक्षित - शायद जोखिम भरा",,threatTypeNotSecure,,"Not Secure - Probably Risky"
"Dangerous - Avoid this Site","खतरनाक - इस साइट से बचें",,threatTypeUnSafe,,"Dangerous - Avoid this Site"
"Information you send or receive through the site is secure. Even if the site is flagged safe, always be careful when sharing private information. Look at the address bar to make sure you are on the site you want to visit.","जानकारी आप भेज सकते हैं या साइट के माध्यम से प्राप्त सुरक्षित है। यहां तक ​​कि अगर साइट सुरक्षित ध्वजांकित है, हमेशा सावधान जब निजी जानकारी साझा करने के लिए किया। पता पट्टी को देखो सुनिश्चित करें कि आप साइट पर आप जाना चाहते हैं पर बनाने के लिए।",,safeType,,"Information you send or receive through the site is secure. Even if the site is flagged safe, always be careful when sharing private information. Look at the address bar to make sure you are on the site you want to visit."
"This site has been flagged as unsafe. Visiting this site could trick you into doing something dangerous like installing software or revealing your personal information (for example, passwords, phone numbers, or credit cards) or use your device to do things that you do not intend.","इस साइट में असुरक्षित के रूप में चिह्नित किया गया है। इस साइट कुछ सॉफ़्टवेयर इंस्टॉल करना या (उदाहरण, पासवर्ड, फ़ोन नंबर, या क्रेडिट कार्ड के लिए) आपकी व्यक्तिगत जानकारी की तरह खतरनाक कार्य के लिए भ्रमित कर सकता है या अपने डिवाइस का उपयोग, जो आपका उद्देश्य नहीं है ऐसा करने के लिए यात्रा पर जाने वाले।",,unSafeType,,"This site has been flagged as unsafe. Visiting this site could trick you into doing something dangerous like installing software or revealing your personal information (for example, passwords, phone numbers, or credit cards) or use your device to do things that you do not intend."
"This site does not provide a secure connection. Someone might be able to see or change the information you send and receive through this site. We suggest you do not enter any private or personal information on this page. If possible, do not use the site.","इस साइट में एक सुरक्षित कनेक्शन प्रदान नहीं करता है। किसी ने देख सकते हैं या जानकारी आप भेजने के लिए और इस साइट के माध्यम से प्राप्त बदलने में सक्षम हो सकता है। हमारा सुझाव है तो आप इस पेज पर किसी भी निजी या व्यक्तिगत जानकारी दर्ज न करें। यदि संभव हो, साइट का उपयोग नहीं करते।",,notSecureType,,"This site does not provide a secure connection. Someone might be able to see or change the information you send and receive through this site. We suggest you do not enter any private or personal information on this page. If possible, do not use the site."
"We can't seem to reach the web site. This page doesn't exist or some other horrible error has occurred. ","हम वेब साइट तक पहुँचने के लिए नहीं कर पा रहे। यह पृष्ठ मौजूद नहीं है या कुछ अन्य भयानक त्रुटि हुई है।",,typeErrorSiteNotFound,,"We can't seem to reach the web site. This page doesn't exist or some other horrible error has occurred. "
"We're working on getting this fixed as soon as we can. Please try again later.",,,typeErrorFailure,,"We're working on getting this fixed as soon as we can. Please try again later."
"No Internet Connection. Check your network settings and try again.","कोई इंटरनेट कनेक्शन नहीं। अपनी नेटवर्क सेटिंग जांचें और फिर कोशिश करें।",,typeErrorNoConnection,,"No Internet Connection. Check your network settings and try again."
"Information you send or get through the site is secure.

Even if you see this message,always be careful when sharing private information. Look at the address bar to make sure you're on the site you want to visit.","जानकारी आप भेज सकते हैं या के माध्यम से साइट सुरक्षित है मिलता है। \ N \ नेवेन यदि आपको यह संदेश दिखाई, हमेशा सावधान जब निजी जानकारी साझा करने के लिए किया। पता पट्टी को देखो सुनिश्चित करें कि आप साइट पर आप यात्रा करना चाहते हैं पर हैं बनाने के लिए।",,modalSafeDetails,,"Information you send or get through the site is secure.

Even if you see this message,always be careful when sharing private information. Look at the address bar to make sure you're on the site you want to visit."
"This site can't provide a secure connection. Someone might be able to see or change the information you send or get through this site.

We suggest you don't enter any private or personal information on this page.

If possible, don't use the site.","इस साइट में एक सुरक्षित कनेक्शन प्रदान नहीं कर सकते। किसी ने \ n यदि संभव हो तो, साइट का उपयोग नहीं करते \ n सुझाव है कि आप इस पेज पर किसी भी निजी या व्यक्तिगत जानकारी दर्ज नहीं करते देख सकते हैं या जानकारी आप भेज सकते हैं या इस साइट के माध्यम से प्राप्त बदलने में सक्षम हो सकता है। \ N। \ N।",,modalNotSecureDetails,,"This site can't provide a secure connection. Someone might be able to see or change the information you send or get through this site.

We suggest you don't enter any private or personal information on this page.

If possible, don't use the site."
"Visiting this site could trick you into doing something dangerous like installing software or revealing your personal information (for example, passwords, phone numbers, or credit cards) or use your computer to do things that you do not intend.","इस साइट कुछ सॉफ़्टवेयर इंस्टॉल करना या (उदाहरण, पासवर्ड, फ़ोन नंबर, या क्रेडिट कार्ड के लिए) आपकी व्यक्तिगत जानकारी की तरह खतरनाक कार्य के लिए भ्रमित कर सकता है या अपने कंप्यूटर का उपयोग, जो आपका उद्देश्य नहीं है ऐसा करने के लिए यात्रा पर जाने वाले।",,modalUnSafeDetails,,"Visiting this site could trick you into doing something dangerous like installing software or revealing your personal information (for example, passwords, phone numbers, or credit cards) or use your computer to do things that you do not intend."
"This info was last updated on {{date}}.","यह जानकारी पिछले अद्यतन किया गया था {{तिथि}}।",,messageLastUpdated,,"This info was last updated on {{date}}."
"Site safety can change over time. Check back for updates.","साइट सुरक्षा से अधिक समय बदल सकते हैं। अद्यतन के लिए वापस जाँच करें।",,messageSiteSaftey,,"Site safety can change over time. Check back for updates."
"Slow or no Internet connection, Please check your internet settings.","धीमी या कोई इंटरनेट कनेक्शन, अपने इंटरनेट सेटिंग्स की जाँच करें।",,internetError,,"Slow or no Internet connection, Please check your internet settings."
Whoops,ओह,,internetErrorHead,,Whoops
"This QR contains a link to pay INR {{amountToPay}} to {{merchantName}} with VPA address {{merchantId}}. You can use any payment apps to send the money if you wish to.","इस QR VPA पते के साथ करने के लिए भुगतान करते हैं INR {{amountToPay}} के लिए एक लिंक {{MERCHANTNAME}} जिसमें {{MERCHANTID}}। आप किसी भी भुगतान ऐप्स उपयोग करें यदि आप करना चाहते हैं पैसा भेजने के लिए कर सकते हैं।",,upiDetailWithPaymentText,,"This QR contains a link to pay INR {{amountToPay}} to {{merchantName}} with VPA address {{merchantId}}. You can use any payment apps to send the money if you wish to."
"This QR contains a link to pay {{merchantName}} with VPA address {{merchantId}}. You can use any payment apps to send the money if you wish to.","इस QR वेतन {{MERCHANTNAME}} VPA पते के साथ करने के लिए एक लिंक होता है {{MERCHANTID}}। आप किसी भी भुगतान ऐप्स उपयोग करें यदि आप करना चाहते हैं पैसा भेजने के लिए कर सकते हैं।",,upiDetailText,,"This QR contains a link to pay {{merchantName}} with VPA address {{merchantId}}. You can use any payment apps to send the money if you wish to."
"We're working on getting this fixed as soon as we can. Please try again later.","हम यथाशीघ्र इसे ठीक करने के लिए काम कर रहे हैं। बाद में पुन"," प्रयास करें।",typeErrorFailure,,
